Date,Open,High,Low,Close,Volume
2021. 8. 25 오후 4:00:00,165.49,166.05,164.31,164.96,1680306
2021. 8. 26 오후 4:00:00,164.95,166.6,164.8,165.8,2098761
2021. 8. 27 오후 4:00:00,166.66,167.62,165.69,167.48,2402369
2021. 8. 30 오후 4:00:00,167.87,172.25,167.76,171.08,3192244
2021. 8. 31 오후 4:00:00,171.24,173.63,169.78,173.54,4356413
2021. 9. 1 오후 4:00:00,174.82,176.35,173.76,173.95,3629911
2021. 9. 2 오후 4:00:00,174.74,175.6,172.75,173.16,2925594
2021. 9. 3 오후 4:00:00,172.6,174.13,171.82,173.9,2578324
2021. 9. 7 오후 4:00:00,173.9,176.4,173.85,175.46,2741184
2021. 9. 8 오후 4:00:00,175.58,177.28,174.78,176.28,3053364
2021. 9. 9 오후 4:00:00,176.3,177.5,174.02,174.21,2719241
2021. 9. 10 오후 4:00:00,175.09,175.42,173.15,173.46,2397269
2021. 9. 13 오후 4:00:00,174.14,174.9,171.9,172.86,2569022
2021. 9. 14 오후 4:00:00,173.78,174.34,171.89,172.5,1936897
2021. 9. 15 오후 4:00:00,172.13,174.27,170.1,173.79,2957537
2021. 9. 16 오후 4:00:00,173,174.63,172.31,174.41,2583598
2021. 9. 17 오후 4:00:00,174.42,174.87,172.61,173.13,4616556
2021. 9. 20 오후 4:00:00,169.8,170.95,165.25,167.79,4669130
2021. 9. 21 오후 4:00:00,168.75,168.99,166.62,167.18,2780878
2021. 9. 22 오후 4:00:00,167.55,169.45,167.05,169,2411403
2021. 9. 23 오후 4:00:00,169,171.45,169,170.8,2379414
2021. 9. 24 오후 4:00:00,170.1,171.46,169.67,171.28,2116241
2021. 9. 27 오후 4:00:00,168.58,170.78,166.98,170.29,3634450
2021. 9. 28 오후 4:00:00,167.89,168.46,164.51,165.8,4430819
2021. 9. 29 오후 4:00:00,166.11,167.57,164.89,165.06,2562268
2021. 9. 30 오후 4:00:00,165.8,166.39,163.7,164.25,2847033
2021. 10. 1 오후 4:00:00,164.45,165.46,162.8,164.16,2835617
2021. 10. 4 오후 4:00:00,163.97,164,158.81,159.49,4523057
2021. 10. 5 오후 4:00:00,160.23,163.04,160.12,161.05,3269208
2021. 10. 6 오후 4:00:00,160.68,163.22,159.93,163.1,2532977
2021. 10. 7 오후 4:00:00,164.58,166.29,164.15,165.12,2409075
2021. 10. 8 오후 4:00:00,165.85,166.07,164.41,164.43,1998217
2021. 10. 11 오후 4:00:00,163.75,164.63,161.91,162.32,2034203
2021. 10. 12 오후 4:00:00,162.85,163.38,161.81,162.37,1819571
2021. 10. 13 오후 4:00:00,163.49,164.42,163.05,164.21,2425086
2021. 10. 14 오후 4:00:00,165.12,165.63,164.54,164.99,2112020
2021. 10. 15 오후 4:00:00,165.57,170.52,165.2,170.45,5179941
2021. 10. 18 오후 4:00:00,169.42,172.46,169.26,172.34,3174115
2021. 10. 19 오후 4:00:00,171.71,172.73,171.1,172.21,2386079
2021. 10. 20 오후 4:00:00,172.63,173.14,170.02,170.75,2139777
2021. 10. 21 오후 4:00:00,170.71,172.01,170.15,171.75,1881385
2021. 10. 22 오후 4:00:00,171.05,171.49,166.57,166.78,3139053
2021. 10. 25 오후 4:00:00,166.75,167.39,164.89,166.02,2225956
2021. 10. 26 오후 4:00:00,167.48,170.81,167.2,168.8,2698342
2021. 10. 27 오후 4:00:00,169.4,171.85,168.57,169.62,2702224
2021. 10. 28 오후 4:00:00,170.1,173.95,169.3,172.33,5708733
2021. 10. 29 오후 4:00:00,165,168.74,163.67,168.62,6486077
2021. 11. 1 오후 4:00:00,168.09,168.79,164.6,165.91,3608879
2021. 11. 2 오후 4:00:00,165.75,166.56,164.18,165.64,2627590
2021. 11. 3 오후 4:00:00,165.45,169.75,164.88,169.2,3397189
2021. 11. 4 오후 4:00:00,168.5,174.93,168.25,173.85,5353020
2021. 11. 5 오후 4:00:00,173.85,178.31,173.85,175.95,4996951
2021. 11. 8 오후 4:00:00,176.16,178.95,174.39,174.45,3073992
2021. 11. 9 오후 4:00:00,175.76,179.69,175.07,178.81,4294922
2021. 11. 10 오후 4:00:00,178.19,180.27,173.15,174.1,4027422
2021. 11. 11 오후 4:00:00,175.65,177.16,173.37,173.63,2264406
2021. 11. 12 오후 4:00:00,174.25,177.04,172.35,176.26,2689434
2021. 11. 15 오후 4:00:00,176.85,179.69,176.29,177.28,2929719
2021. 11. 16 오후 4:00:00,176.95,178.83,176.26,177.04,2217071
2021. 11. 17 오후 4:00:00,178.24,179.36,177.27,177.45,2560270
2021. 11. 18 오후 4:00:00,178.32,185.21,178.05,184.8,5703538
2021. 11. 19 오후 4:00:00,185.63,188.11,183.79,183.83,4946203
2021. 11. 22 오후 4:00:00,183.82,185.67,178.38,178.63,4847850
2021. 11. 23 오후 4:00:00,179.25,181.05,176.39,179,3692246
2021. 11. 24 오후 4:00:00,178.13,180.68,176.84,179.02,2328018
2021. 11. 26 오후 1:00:00,180.1,181.68,175.21,175.23,2991297
2021. 11. 29 오후 4:00:00,177.38,179.8,176.58,178.08,3265557
2021. 11. 30 오후 4:00:00,178.18,179.29,174.6,175.35,4001107
2021. 12. 1 오후 4:00:00,177.25,177.99,172.08,172.19,3756995
2021. 12. 2 오후 4:00:00,173,174.64,171.19,171.87,3236288
2021. 12. 3 오후 4:00:00,172.75,173.49,166.93,169.49,4035550
2021. 12. 6 오후 4:00:00,169.65,173.7,166.93,171.37,3443000
2021. 12. 7 오후 4:00:00,174.6,177.5,173.33,176.16,3320536
2021. 12. 8 오후 4:00:00,176.15,177.18,174.75,176.16,2262683
2021. 12. 9 오후 4:00:00,175.75,176.97,174.14,174.17,2303091
2021. 12. 10 오후 4:00:00,175.42,175.93,170.5,172.21,3034488
2021. 12. 13 오후 4:00:00,172,172.1,169.13,169.57,3108450
2021. 12. 14 오후 4:00:00,167.55,169.5,166.44,169.09,2798764
2021. 12. 15 오후 4:00:00,168.6,173.6,165.2,173.32,3789713
2021. 12. 16 오후 4:00:00,173.37,174.17,168.16,168.87,3043842
2021. 12. 17 오후 4:00:00,167.71,170.9,165.61,170.02,4287758
2021. 12. 20 오후 4:00:00,166.85,167.87,165.6,167.08,2868633
