Date,Open,High,Low,Close,Volume
2022. 1. 3 오후 4:00:00,145.06,145.85,143.71,144.99,1433947
2022. 1. 4 오후 4:00:00,145.4,146.48,143.72,144.4,1419972
2022. 1. 5 오후 4:00:00,144.42,144.5,137.69,137.78,2730914
2022. 1. 6 오후 4:00:00,137,139.94,136.56,137.75,1867371
2022. 1. 7 오후 4:00:00,138.15,138.45,135.77,137.02,1488028
2022. 1. 10 오후 4:00:00,135.08,138.82,133.16,138.67,2220406
2022. 1. 11 오후 4:00:00,138.01,140.22,136.69,139.74,1436485
2022. 1. 12 오후 4:00:00,141.15,142.61,140.69,141.43,1305602
2022. 1. 13 오후 4:00:00,141.54,142.85,138.41,138.59,1571830
2022. 1. 14 오후 4:00:00,137.08,140.74,137,139.48,1483064
2022. 1. 18 오후 4:00:00,136.18,137.13,135.44,136,1744405
2022. 1. 19 오후 4:00:00,136.52,137.96,135.02,135.12,1432382
2022. 1. 20 오후 4:00:00,136.25,137.63,132.96,133.31,1495357
2022. 1. 21 오후 4:00:00,132.59,134.87,130.09,130.35,2782571
2022. 1. 24 오후 4:00:00,125.98,131.2,124.5,130.8,3834712
2022. 1. 25 오후 4:00:00,128.74,129.4,126.5,126.94,2348028
2022. 1. 26 오후 4:00:00,131.12,133,127.14,129.23,2456475
2022. 1. 27 오후 4:00:00,131.3,132.65,128.93,129.01,1600939
2022. 1. 28 오후 4:00:00,129.66,133.36,128.49,133.35,1718074
2022. 1. 31 오후 4:00:00,134.16,135.47,132.21,135.3,1999300
2022. 2. 1 오후 4:00:00,137.59,137.79,134.37,137.64,3432182
2022. 2. 2 오후 4:00:00,151.25,151.55,145.52,148,6159961
2022. 2. 3 오후 4:00:00,145.71,149.68,142.67,143.09,3575861
2022. 2. 4 오후 4:00:00,143.44,144.88,140.51,143.29,2899911
2022. 2. 7 오후 4:00:00,144.25,144.25,138.9,139.2,2748665
2022. 2. 8 오후 4:00:00,139.03,140,137.01,139.4,2714180
2022. 2. 9 오후 4:00:00,140.96,142.52,140.19,141.59,2007194
2022. 2. 10 오후 4:00:00,139.7,141.48,137.96,138.62,1966533
2022. 2. 11 오후 4:00:00,138.6,139.16,133.4,134.28,1997917
2022. 2. 14 오후 4:00:00,133.26,136.3,133.26,135.53,1715054
2022. 2. 15 오후 4:00:00,137.57,138.11,135.82,136.61,1335563
2022. 2. 16 오후 4:00:00,136.65,138.09,134.92,137.74,1251065
2022. 2. 17 오후 4:00:00,136.24,137.11,132.48,132.54,1947475
2022. 2. 18 오후 4:00:00,133.47,134.07,130.2,130.4,2280972
2022. 2. 22 오후 4:00:00,129.84,132.18,128.22,129.81,2249537
2022. 2. 23 오후 4:00:00,131.65,132.05,127.53,127.59,1639301
2022. 2. 24 오후 4:00:00,124.95,133,124.95,132.69,2722754
2022. 2. 25 오후 4:00:00,133.55,135.27,131.75,134.46,1820299
2022. 2. 28 오후 4:00:00,133.05,135.75,132.59,135.06,1943221
2022. 3. 1 오후 4:00:00,134.88,136.26,133.22,134.06,1324768
2022. 3. 2 오후 4:00:00,134.63,135.26,133.07,134.57,1175990
2022. 3. 3 오후 4:00:00,136.01,136.44,133.03,133.9,1230162
2022. 3. 4 오후 4:00:00,132.93,133.85,130.34,131.91,1522532
2022. 3. 7 오후 4:00:00,131.49,131.74,126.3,126.38,2255647
2022. 3. 8 오후 4:00:00,126.25,131.25,125.67,127.1,2021355
2022. 3. 9 오후 4:00:00,131.25,133.74,129.9,133.42,1851270
2022. 3. 10 오후 4:00:00,131.27,133.27,130.91,132.43,1355070
2022. 3. 11 오후 4:00:00,133.49,133.8,129.63,129.87,1576322
